Product Name,Product Type,Price,ItemNumber,Variant_type,Category,Sub Category,productinformation,materialinformation,imgurls,vurl
ENERYDA,"Knob, chrome-plated",35.00,803.475.11,chrome-plated,Kitchen,Knobs & handles,"<h1>Product information</h1>
<div> 
 <div>
  ENERYDA knob has a traditional style and comes in various shapes in the colours chrome, brass and black  so you can choose the one that suits your home best.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Suitable for door thickness 16-21 mm.
 <br>Screws included.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 35 mm
 <br>Diameter: 35 mm
 <br>Drilled hole diameter: 5 mm
 <br>Package quantity: 2 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Francis Cayouette</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Aluminium, Chrome-plated
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/eneryda-knob__0519707_PE641724_S5.jpg , https://www.ikea.com/ae/en/images/products/eneryda-knob__0680665_PE719925_S5.jpg",https://www.ikea.com/ae/en/catalog/products/80347511/
GUBBARP,"Handle, white",4.00,003.364.32,116 mm,Kitchen,Knobs & handles,"<h1>Product information</h1>
<div> 
 <div>
  GUBBARP handles in white are made from recycled plastic which gives the plastic a new use and reduces waste.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Suitable for door thickness 16-21 mm.
 <br>Screws included.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 116 mm
 <br>Width: 21 mm
 <br>Depth: 27 mm
 <br>Drilled hole diameter: 5 mm
 <br>Hole spacing: 96 mm
 <br>Package quantity: 2 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>H Preutz/A Fredriksson</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Recycled PP plastic
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0489097_PE623465_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0547758_PE656815_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0680660_PE719922_S5.jpg",https://www.ikea.com/ae/en/catalog/products/00336432/
GUBBARP,"Handle, white",4.00,003.364.32,21 mm,Kitchen,Knobs & handles,"<h1>Product information</h1>
<div> 
 <div>
  GUBBARP handles in white are made from recycled plastic which gives the plastic a new use and reduces waste.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Suitable for door thickness 16-21 mm.
 <br>Screws included.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 116 mm
 <br>Width: 21 mm
 <br>Depth: 27 mm
 <br>Drilled hole diameter: 5 mm
 <br>Hole spacing: 96 mm
 <br>Package quantity: 2 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>H Preutz/A Fredriksson</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Recycled PP plastic
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0489097_PE623465_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0547758_PE656815_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0680660_PE719922_S5.jpg",https://www.ikea.com/ae/en/catalog/products/80336433/
GUBBARP,"Knob, white",2.00,803.364.33,116 mm,Kitchen,Knobs & handles,"<h1>Product information</h1>
<div> 
 <div>
  GUBBARP knobs in white are made from recycled plastic which gives the plastic a new use and reduces waste.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Suitable for door thickness 16-21 mm.
 <br>Screws included.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Depth: 27 mm
 <br>Diameter: 21 mm
 <br>Drilled hole diameter: 5 mm
 <br>Package quantity: 2 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>H Preutz/A Fredriksson</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Recycled PP plastic
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0489097_PE623465_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0547758_PE656815_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0680660_PE719922_S5.jpg",https://www.ikea.com/ae/en/catalog/products/00336432/
GUBBARP,"Knob, white",2.00,803.364.33,21 mm,Kitchen,Knobs & handles,"<h1>Product information</h1>
<div> 
 <div>
  GUBBARP knobs in white are made from recycled plastic which gives the plastic a new use and reduces waste.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Suitable for door thickness 16-21 mm.
 <br>Screws included.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Depth: 27 mm
 <br>Diameter: 21 mm
 <br>Drilled hole diameter: 5 mm
 <br>Package quantity: 2 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>H Preutz/A Fredriksson</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Recycled PP plastic
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0489097_PE623465_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0547758_PE656815_S5.jpg , https://www.ikea.com/ae/en/images/products/gubbarp-knob-white__0680660_PE719922_S5.jpg",https://www.ikea.com/ae/en/catalog/products/80336433/
HEMMAFEST,"Coffee cup and saucer, assorted patterns",49.00,104.106.57,-,Eating,Coffee & tea,"<h1>Product information</h1>
<div> 
 <div>
  Made of feldspar porcelain, which makes the cup impact resistant and durable.
 </div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Saucer diameter: 15 cm
 <br>Cup height: 7 cm
 <br>Volume: 20 cl
 <br>Package quantity: 2 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Jennifer Idrizi</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Feldspar porcelain
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hemmafest-coffee-cup-and-saucer__0593715_PE675346_S5.jpg , https://www.ikea.com/ae/en/images/products/hemmafest-coffee-cup-and-saucer__0593744_PE675362_S5.jpg",https://www.ikea.com/ae/en/catalog/products/10410657/
HEMMAFEST,"Kava cup, assorted patterns",69.00,204.093.28,-,Eating,Coffee & tea,"<h1>Product information</h1>
<div> 
 <div>
  Made of feldspar porcelain, which makes the cup impact resistant and durable.
 </div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Height: 5 cm
 <br>Diameter: 2 cm
 <br>Volume: 8 cl
 <br>Package quantity: 6 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Jennifer Idrizi</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Feldspar porcelain
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hemmafest-kava-cup__0593716_PE675347_S5.jpg , https://www.ikea.com/ae/en/images/products/hemmafest-kava-cup__0593741_PE675361_S5.jpg , https://www.ikea.com/ae/en/images/products/hemmafest-kava-cup__0593744_PE675362_S5.jpg",https://www.ikea.com/ae/en/catalog/products/20409328/
HÄLSA,"Steel vacuum flask, red",19.00,902.921.17,-,Eating,Coffee & tea,"<h1>Product information</h1>
<div> 
 <div>
  Keeps the contents warm/cold for a long time because you don’t need to screw off the entire lid when you pour.
 </div> 
 <div>
  The insert is made of metal and is therefore resistant to impact.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Keeps the contents warm/cold for up to 6 hours.
 <br>Pre-heating the flask with hot water (or cooling it with cold water) makes sure the contents retain the desired temperature for longer.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Handwash only.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Height: 25.3 cm
 <br>Volume: 0.5 l
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Anna Efverlund</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Lid: Stainless steel, Polypropylene plastic, Tinted clear acrylic lacquer
 <br>Insert: Polypropylene plastic, ABS plastic
 <br>Seal: Silicone rubber
 <br>Body/ Bottom: Stainless steel, Tinted clear acrylic lacquer
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/halsa-steel-vacuum-flask-red__0271928_PE413719_S5.jpg , https://www.ikea.com/ae/en/images/products/halsa-steel-vacuum-flask-red__0278266_PE417791_S5.jpg",https://www.ikea.com/ae/en/catalog/products/90292117/
HÄLSA,"Steel vacuum flask, green",19.00,302.921.63,-,Eating,Coffee & tea,"<h1>Product information</h1>
<div> 
 <div>
  Keeps the contents warm/cold for a long time because you don’t need to screw off the entire lid when you pour.
 </div> 
 <div>
  The insert is made of metal and is therefore resistant to impact.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Keeps the contents warm/cold for up to 6 hours.
 <br>Pre-heating the flask with hot water (or cooling it with cold water) makes sure the contents retain the desired temperature for longer.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Handwash only.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Height: 25.3 cm
 <br>Volume: 0.5 l
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Anna Efverlund</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Lid: Stainless steel, Polypropylene plastic, Tinted clear acrylic lacquer
 <br>Insert: Polypropylene plastic, ABS plastic
 <br>Seal: Silicone rubber
 <br>Body/ Bottom: Stainless steel, Tinted clear acrylic lacquer
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/halsa-steel-vacuum-flask-green__0271927_PE413720_S5.jpg , https://www.ikea.com/ae/en/images/products/halsa-steel-vacuum-flask-green__0278265_PE417792_S5.jpg",https://www.ikea.com/ae/en/catalog/products/30292163/
HÄNGIVEN,"Mug, patterned",19.00,403.538.63,-,Eating,Coffee & tea,"<h1>Product information</h1>
<div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Height: 10 cm
 <br>Volume: 48 cl
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Morgane Pluchon</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Stoneware
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hangiven-mug__0533244_PE648448_S5.jpg , https://www.ikea.com/ae/en/images/products/hangiven-mug__0533248_PE648450_S5.jpg , https://www.ikea.com/ae/en/images/products/hangiven-mug__0533246_PE648449_S5.jpg , https://www.ikea.com/ae/en/images/products/hangiven-mug__0610767_PH149142_S5.jpg",https://www.ikea.com/ae/en/catalog/products/40353863/
HÄNGIVEN,"Mug, lilac",19.00,503.538.72,-,Eating,Coffee & tea,"<h1>Product information</h1>
<div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Height: 10 cm
 <br>Volume: 48 cl
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Morgane Pluchon</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Stoneware
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hangiven-mug-lilac__0533228_PE648438_S5.jpg , https://www.ikea.com/ae/en/images/products/hangiven-mug-lilac__0533230_PE648443_S5.jpg , https://www.ikea.com/ae/en/images/products/hangiven-mug-lilac__0533242_PE648447_S5.jpg",https://www.ikea.com/ae/en/catalog/products/50353872/
HÖGMODIG,"Coffee maker for drip coffee, clear glass, stainless steel",119.00,903.589.62,-,Eating,Coffee & tea,"<h1>Product information</h1>
<div> 
 <div>
  The reusable steel filter has small holes that let oils pass through and gives the coffee a richer character.
 </div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Height: 16 cm
 <br>Volume: 0.6 l
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Mikael Axelsson</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Heat resistant glass, Stainless steel
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hogmodig-coffee-maker-for-drip-coffee__0551073_PE658374_S5.jpg , https://www.ikea.com/ae/en/images/products/hogmodig-coffee-maker-for-drip-coffee__0592257_PE674424_S5.jpg , https://www.ikea.com/ae/en/images/products/hogmodig-coffee-maker-for-drip-coffee__0552675_PE659025_S5.jpg , https://www.ikea.com/ae/en/images/products/hogmodig-coffee-maker-for-drip-coffee__0553296_PE659436_S5.jpg , https://www.ikea.com/ae/en/images/products/hogmodig-coffee-maker-for-drip-coffee__0553297_PE659442_S5.jpg",https://www.ikea.com/ae/en/catalog/products/90358962/
SKÅDIS,"Shelf, white",19.00,003.207.99,-,Small storage,Wall Storage,"<h1>Product information</h1>
<div> 
 <div>
  Good for storing phones, wallets or coins.
 </div> 
 <div>
  The high edge keeps your things in place.
 </div> 
 <div>
  Easy to attach and move ‒ no tools needed.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tested and approved for bathroom use.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 28 cm
 <br>Depth: 9 cm
 <br>Height: 3 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Eva Lilja Löwenhielm</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Steel, Steel, Epoxy/polyester powder coating
 <br>
</div>
<h3>environment</h3>
<div>
 Product is possible to recycle or use for energy recovery, if available in your community.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0498229_PE629494_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0525394_PE644816_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0674570_PH148531_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0674571_PH148019_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0674572_PH149557_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0674573_PH149132_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0674597_PH148801_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-white__0674598_PH151664_S5.jpg",https://www.ikea.com/ae/en/catalog/products/00320799/
STOCKHOLM 2017,"Three-seat sofa, Sandbacka dark grey","6,995.00",203.445.01,Sandbacka dark blue,Living room,All sofas,"<h1>Product information</h1>
<div> 
 <div>
  SANDBACKA cover is made of velvet which, through a traditional weaving technique, gives the fabric a warm, deep colour and a soft surface with a dense pile and light, reflective shine.
 </div> 
 <div>
  Velvet is a soft, luxurious fabric that is resistant to abrasion and easy to clean using the soft brush attachment on your vacuum.
 </div> 
 <div>
  The seat and back cushions provide comfortable support for your body and easily regain their shape because they’re filled with high resilience foam and polyester fibres.
 </div> 
 <div>
  You can turn the back cushions so they wear evenly and last longer, as they’re reversible and have the same fabric on both sides.
 </div> 
 <div>
  The felt pads underneath protect the surface below against scratches.
 </div> 
 <div>
  25 year guarantee. Read about the terms in the guarantee brochure.
 </div> 
</div>
<h3>care instructions</h3>
<div>
 Cover
 <br>Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Professional dry cleaning in tetrachloroethene and hydrocarbons, normal process.
 <br>Light stains can be removed with a sponge damped in water or a mild soapy solution.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 228 cm
 <br>Depth: 112 cm
 <br>Height: 72 cm
 <br>Armrest height: 72 cm
 <br>Seat width: 190 cm
 <br>Seat depth: 97 cm
 <br>Seat height: 46 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Ola Wihlborg</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Total composition: 77% cotton, 23% polyester
 <br>Frame: Particleboard, Fibreboard, Plywood, Solid wood, Polyurethane foam 25 kg/cu.m., Polyurethane foam 30 kg/cu.m., Highly resilient polyurethane foam (cold foam) 127 kg/cu.m., Polyester hollow fibre wadding, Non-woven polypropylene
 <br>Seat cushion: Polyurethane foam 30 kg/cu.m., Highly resilient polyurethane foam (cold foam) 35 kg/cu.m., Felt, Polyester hollow fibre wadding, 67% Polyester, 33% cotton, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Non-woven polypropylene, Polyester fibre balls
 <br>Lining: 67% Polyester, 33% cotton
 <br>Dust cover fabric: Non-woven polypropylene
 <br>Zig-zag spring/ Pocket spring unit/ Metal parts: Steel
 <br>Leg: Solid oak, Clear lacquer
 <br>Plastic parts: Polypropylene plastic
 <br>Elastic webbing: 40% rubber, 60% polypropylene
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0447584_PE597393_S5.jpg , https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0447588_PE597398_S5.jpg , https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0523508_PH141804_S5.jpg , https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0523510_PH141806_S5.jpg",https://www.ikea.com/ae/en/catalog/products/40344500/
STOCKHOLM 2017,"Three-seat sofa, Sandbacka dark grey","6,995.00",203.445.01,Sandbacka dark grey,Living room,All sofas,"<h1>Product information</h1>
<div> 
 <div>
  SANDBACKA cover is made of velvet which, through a traditional weaving technique, gives the fabric a warm, deep colour and a soft surface with a dense pile and light, reflective shine.
 </div> 
 <div>
  Velvet is a soft, luxurious fabric that is resistant to abrasion and easy to clean using the soft brush attachment on your vacuum.
 </div> 
 <div>
  The seat and back cushions provide comfortable support for your body and easily regain their shape because they’re filled with high resilience foam and polyester fibres.
 </div> 
 <div>
  You can turn the back cushions so they wear evenly and last longer, as they’re reversible and have the same fabric on both sides.
 </div> 
 <div>
  The felt pads underneath protect the surface below against scratches.
 </div> 
 <div>
  25 year guarantee. Read about the terms in the guarantee brochure.
 </div> 
</div>
<h3>care instructions</h3>
<div>
 Cover
 <br>Do not wash.
 <br>Do not bleach.
 <br>Do not tumble dry.
 <br>Do not iron.
 <br>Professional dry cleaning in tetrachloroethene and hydrocarbons, normal process.
 <br>Light stains can be removed with a sponge damped in water or a mild soapy solution.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 228 cm
 <br>Depth: 112 cm
 <br>Height: 72 cm
 <br>Armrest height: 72 cm
 <br>Seat width: 190 cm
 <br>Seat depth: 97 cm
 <br>Seat height: 46 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Ola Wihlborg</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Total composition: 77% cotton, 23% polyester
 <br>Frame: Particleboard, Fibreboard, Plywood, Solid wood, Polyurethane foam 25 kg/cu.m., Polyurethane foam 30 kg/cu.m., Highly resilient polyurethane foam (cold foam) 127 kg/cu.m., Polyester hollow fibre wadding, Non-woven polypropylene
 <br>Seat cushion: Polyurethane foam 30 kg/cu.m., Highly resilient polyurethane foam (cold foam) 35 kg/cu.m., Felt, Polyester hollow fibre wadding, 67% Polyester, 33% cotton, Polyurethane foam 25 kg/cu.m.
 <br>Back cushion: Non-woven polypropylene, Polyester fibre balls
 <br>Lining: 67% Polyester, 33% cotton
 <br>Dust cover fabric: Non-woven polypropylene
 <br>Zig-zag spring/ Pocket spring unit/ Metal parts: Steel
 <br>Leg: Solid oak, Clear lacquer
 <br>Plastic parts: Polypropylene plastic
 <br>Elastic webbing: 40% rubber, 60% polypropylene
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0447584_PE597393_S5.jpg , https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0447588_PE597398_S5.jpg , https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0523508_PH141804_S5.jpg , https://www.ikea.com/ae/en/images/products/stockholm-three-seat-sofa-grey__0523510_PH141806_S5.jpg",https://www.ikea.com/ae/en/catalog/products/20344501/
SKÅDIS,"Shelf, grey",19.00,903.216.43,-,Small storage,Wall Storage,"<h1>Product information</h1>
<div> 
 <div>
  Good for storing phones, wallets or coins.
 </div> 
 <div>
  The high edge keeps your things in place.
 </div> 
 <div>
  Easy to attach and move ‒ no tools needed.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tested and approved for bathroom use.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 28 cm
 <br>Depth: 9 cm
 <br>Height: 3 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Eva Lilja Löwenhielm</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Steel, Steel, Epoxy/polyester powder coating
 <br>
</div>
<h3>environment</h3>
<div>
 Product is possible to recycle or use for energy recovery, if available in your community.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/skadis-shelf-grey__0498227_PE629492_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-shelf-grey__0585873_PE671923_S5.jpg",https://www.ikea.com/ae/en/catalog/products/90321643/
SKÅDIS,"Storage bag, white, grey",29.00,103.208.12,-,Small storage,Wall Storage,"<h1>Product information</h1>
<div> 
 <div>
  Good for storing gloves, scarves or chargers.
 </div> 
 <div>
  Easy to keep clean as the fabric can be removed and washed.
 </div> 
 <div>
  Easy to attach and move ‒ no tools needed.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tested and approved for bathroom use.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Machine wash, max 40°C, normal process.
 <br>Do not bleach.
 <br>Iron, max 110°C.
 <br>Line drying.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 24.5 cm
 <br>Depth: 9 cm
 <br>Height: 22 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Eva Lilja Löwenhielm</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Basematerial: Steel, Epoxy/polyester powder coating
 <br>Container: 100% polyester
 <br>
</div>
<h3>environment</h3>
<div>
 Product is possible to recycle or use for energy recovery, if available in your community.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/skadis-storage-bag-white__0505087_PE633709_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-storage-bag-white__0525397_PE644819_S5.jpg",https://www.ikea.com/ae/en/catalog/products/10320812/
SKÅDIS,"Holder, white",9.00,503.216.16,-,Small storage,Wall Storage,"<h1>Product information</h1>
<div> 
 <div>
  You can use them individually to hang a scarf or a clothes hanger, or in pairs to store longer things like wrapping paper.
 </div> 
 <div>
  Easy to attach and move ‒ no tools needed.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tested and approved for bathroom use.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Depth: 10 cm
 <br>Height: 8.5 cm
 <br>Package quantity: 2 pack
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Eva Lilja Löwenhielm</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Steel, Galvanized, Epoxy/polyester powder coating
 <br>
</div>
<h3>environment</h3>
<div>
 Product is possible to recycle or use for energy recovery, if available in your community.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/skadis-holder-white__0498206_PE629511_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-holder-white__0518962_PE641317_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-holder-white__0674571_PH148019_S5.jpg",https://www.ikea.com/ae/en/catalog/products/50321616/
SKÅDIS,"Letter holder, white",9.00,403.208.15,-,Small storage,Wall Storage,"<h1>Product information</h1>
<div> 
 <div>
  Good for storing letters, books or tablets.
 </div> 
 <div>
  Easy to attach and move ‒ no tools needed.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tested and approved for bathroom use.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 12.5 cm
 <br>Depth: 5.5 cm
 <br>Height: 18.5 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Eva Lilja Löwenhielm</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Steel, Galvanized, Epoxy/polyester powder coating
 <br>
</div>
<h3>environment</h3>
<div>
 Product is possible to recycle or use for energy recovery, if available in your community.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/skadis-letter-holder-white__0498215_PE629520_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-letter-holder-white__0525396_PE644818_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-letter-holder-white__0674573_PH149132_S5.jpg , https://www.ikea.com/ae/en/images/products/skadis-letter-holder-white__0674590_PH151173_S5.jpg",https://www.ikea.com/ae/en/catalog/products/40320815/
